Point ID,Points_0,Points_1,Points_2,Points_Magnitude,arc_length,buavg,burnup,conductivity_temp,contact_pressure,coolant_channel_htc,coolant_temperature,creep_strain_x_0,creep_strain_x_1,creep_strain_x_Magnitude,creep_strain_yy,creep_strain_zz,critical_heat_flux,disp__0,disp__1,disp__Magnitude,dnbr,effective_creep_strain,fast_neutron_fluence,fast_neutron_flux,fission_rate,gap_cond,grain_radius,hydrostatic_stress,ids,nodal_area_pellet_clad_mechanica,object_id,output_heat_flux,oxide_thickness,paired_k_temp,paired_temp,penetration,qpoint_penetration,residual_disp__0,residual_disp__1,residual_disp__Magnitude,residual_temp,rod_burnup,rpf,strain_xx,strain_yy,strain_zz,stress_xx,stress_yy,stress_zz,temp,vonmises_stress,vtkValidPointMask
667,0.00475,2.66102,0,2.66103,2.66102,0,0,16,0,31515.2,587.264,-0.00277841,-4.81762e-06,0.00277842,0.00251778,0.00026063,3.86814e+06,1.33376e-06,0.0265059,0.0265059,5.12157,0.0123637,6.66087e+25,5.89818e+17,0,0,0,0,584,0,1,755266,1.28608e-05,0,0,0,0,1.06625e-05,-2.44363e-05,2.66612e-05,1.83827e-09,0,0,-0.00453821,0.0106459,0.000349386,-1.71189e+07,7.44594e+07,8.95283e+07,607.743,9.99701e+07,1
668,0.00475,2.66501,0,2.66502,2.66501,0,0,16,0,31515.2,587.264,-0.00277841,-4.81762e-06,0.00277842,0.00251778,0.00026063,3.86814e+06,1.26071e-06,0.0265481,0.0265481,5.12157,0.0123637,6.66046e+25,5.89948e+17,0,0,0,0,584,0,1,755266,1.28608e-05,0,0,0,0,1.02387e-05,-2.51162e-05,2.7123e-05,2.93005e-09,0,0,-0.00453821,0.0106459,0.000349386,-1.71189e+07,7.44594e+07,8.95283e+07,607.789,9.99701e+07,1
669,0.00475,2.669,0,2.66901,2.669,0,0,16,0,31515.2,587.264,-0.00277841,-4.81762e-06,0.00277842,0.00251778,0.00026063,3.86814e+06,1.2706e-06,0.0265904,0.0265904,5.12157,0.0123637,6.65983e+25,5.90086e+17,0,0,0,0,584,0,1,755266,1.28608e-05,0,0,0,0,2.11731e-06,-1.42187e-05,1.43755e-05,2.85915e-09,0,0,-0.00453821,0.0106459,0.000349386,-1.71189e+07,7.44594e+07,8.95283e+07,607.841,9.99701e+07,1
670,0.00475,2.67299,0,2.673,2.67299,0,0,16,0,31515.2,587.264,-0.00277841,-4.81762e-06,0.00277842,0.00251778,0.00026063,3.86814e+06,1.36266e-06,0.0266327,0.0266327,5.12157,0.0123637,6.65899e+25,5.90232e+17,0,0,0,0,584,0,1,755266,1.28608e-05,0,0,0,0,-1.36979e-05,8.61358e-06,1.6181e-05,1.61796e-09,0,0,-0.00453821,0.0106459,0.000349386,-1.71189e+07,7.44594e+07,8.95283e+07,607.89,9.99701e+07,1
671,0.00475,2.67698,0,2.67699,2.67698,0,0,16,0,31511.7,587.473,-0.00276692,-6.75837e-06,0.00276693,0.00251612,0.000250808,3.85887e+06,1.44371e-06,0.026675,0.026675,5.10002,0.0123845,6.65809e+25,5.9038e+17,0,0,0,0,588,0,1,756638,1.29061e-05,0,0,0,0,-2.02902e-05,-1.16668e-05,2.34052e-05,2.10719e-09,0,0,-0.00452543,0.0106446,0.000343259,-1.71743e+07,7.4635e+07,8.96119e+07,607.935,1.00143e+08,1
672,0.00475,2.68097,0,2.68097,2.68097,0,0,16,0,31511.7,587.473,-0.00276692,-6.75837e-06,0.00276693,0.00251612,0.000250808,3.85887e+06,1.44086e-06,0.0267173,0.0267173,5.10002,0.0123845,6.65722e+25,5.90527e+17,0,0,0,0,588,0,1,756638,1.29061e-05,0,0,0,0,-1.87836e-05,-4.22956e-05,4.6279e-05,2.954e-09,0,0,-0.00452543,0.0106446,0.000343259,-1.71743e+07,7.4635e+07,8.96119e+07,607.979,1.00143e+08,1
673,0.00475,2.68496,0,2.68496,2.68496,0,0,16,0,31511.7,587.473,-0.00276692,-6.75837e-06,0.00276693,0.00251612,0.000250808,3.85887e+06,1.37506e-06,0.0267595,0.0267595,5.10002,0.0123845,6.65635e+25,5.90674e+17,0,0,0,0,588,0,1,756638,1.29061e-05,0,0,0,0,-1.57717e-05,-5.61599e-05,5.83325e-05,2.7989e-09,0,0,-0.00452543,0.0106446,0.000343259,-1.71743e+07,7.4635e+07,8.96119e+07,608.024,1.00143e+08,1
674,0.00475,2.68895,0,2.68895,2.68895,0,0,16,0,31511.7,587.473,-0.00276692,-6.75837e-06,0.00276693,0.00251612,0.000250808,3.85887e+06,1.24585e-06,0.0268017,0.0268017,5.10002,0.0123845,6.65547e+25,5.90821e+17,0,0,0,0,588,0,1,756638,1.29061e-05,0,0,0,0,-1.12528e-05,-5.3243e-05,5.44191e-05,1.635e-09,0,0,-0.00452543,0.0106446,0.000343259,-1.71743e+07,7.4635e+07,8.96119e+07,608.066,1.00143e+08,1
675,0.00475,2.69294,0,2.69294,2.69294,0,0,16,0,31511.7,587.473,-0.00276692,-6.75837e-06,0.00276693,0.00251612,0.000250808,3.85887e+06,1.05381e-06,0.0268439,0.0268439,5.10002,0.0123845,6.6546e+25,5.90968e+17,0,0,0,0,588,0,1,756638,1.29061e-05,0,0,0,0,-5.18885e-06,-3.38777e-05,3.42727e-05,-5.31285e-10,0,0,-0.00452543,0.0106446,0.000343259,-1.71743e+07,7.4635e+07,8.96119e+07,608.11,1.00143e+08,1
676,0.00475,2.69693,0,2.69693,2.69693,0,0,16,0,31508.6,587.683,-0.00274426,-3.73262e-06,0.00274426,0.00252931,0.00021495,3.84958e+06,1.19476e-06,0.0268862,0.0268862,5.0795,0.0123884,6.65373e+25,5.91115e+17,0,0,0,0,592,0,1,757866,1.29511e-05,0,0,0,0,6.38313e-06,-3.61463e-05,3.67056e-05,-2.26872e-09,0,0,-0.00450018,0.0106585,0.000311953,-1.70528e+07,7.49666e+07,8.98466e+07,608.155,1.00293e+08,1
677,0.00475,2.70092,0,2.70092,2.70092,0,0,16,0,31508.6,587.683,-0.00274426,-3.73262e-06,0.00274426,0.00252931,0.00021495,3.84958e+06,1.36449e-06,0.0269284,0.0269284,5.0795,0.0123884,6.65286e+25,5.91262e+17,0,0,0,0,592,0,1,757866,1.29511e-05,0,0,0,0,1.52641e-05,-4.43703e-05,4.69225e-05,-2.71311e-09,0,0,-0.00450018,0.0106585,0.000311953,-1.70528e+07,7.49666e+07,8.98466e+07,608.202,1.00293e+08,1
678,0.00475,2.70491,0,2.70491,2.70491,0,0,16,0,31508.6,587.683,-0.00274426,-3.73262e-06,0.00274426,0.00252931,0.00021495,3.84958e+06,1.3534e-06,0.0269707,0.0269707,5.0795,0.0123884,6.65199e+25,5.91409e+17,0,0,0,0,592,0,1,757866,1.29511e-05,0,0,0,0,1.83911e-05,-4.11915e-05,4.51107e-05,-2.24875e-09,0,0,-0.00450018,0.0106585,0.000311953,-1.70528e+07,7.49666e+07,8.98466e+07,608.251,1.00293e+08,1
679,0.00475,2.7089,0,2.7089,2.7089,0,0,16,0,31508.6,587.683,-0.00274426,-3.73262e-06,0.00274426,0.00252931,0.00021495,3.84958e+06,1.16018e-06,0.027013,0.027013,5.0795,0.0123884,6.65112e+25,5.91556e+17,0,0,0,0,592,0,1,757866,1.29511e-05,0,0,0,0,1.58083e-05,-2.68794e-05,3.11834e-05,-8.70083e-10,0,0,-0.00450018,0.0106585,0.000311953,-1.70528e+07,7.49666e+07,8.98466e+07,608.289,1.00293e+08,1
680,0.00475,2.71289,0,2.71289,2.71289,0,0,16,0,31508.6,587.683,-0.00274426,-3.73262e-06,0.00274426,0.00252931,0.00021495,3.84958e+06,7.86543e-07,0.0270554,0.0270554,5.0795,0.0123884,6.65025e+25,5.91703e+17,0,0,0,0,592,0,1,757866,1.29511e-05,0,0,0,0,7.42004e-06,-9.49749e-07,7.48058e-06,1.45597e-09,0,0,-0.00450018,0.0106585,0.000311953,-1.70528e+07,7.49666e+07,8.98466e+07,608.332,1.00293e+08,1
681,0.00475,2.71688,0,2.71688,2.71688,0,0,16,0,31505.8,587.892,-0.00273763,1.17152e-06,0.00273763,0.00256,0.000177632,3.84027e+06,9.03769e-07,0.0270977,0.0270977,5.05918,0.0123997,6.64938e+25,5.9185e+17,0,0,0,0,596,0,1,759071,1.29953e-05,0,0,0,0,2.05299e-06,-1.89243e-05,1.90354e-05,2.1355e-09,0,0,-0.00449136,0.0106895,0.000279299,-1.6985e+07,7.52424e+07,9.00573e+07,608.376,1.0046e+08,1
682,0.00475,2.72087,0,2.72087,2.72087,0,0,16,0,31505.8,587.892,-0.00273763,1.17152e-06,0.00273763,0.00256,0.000177632,3.84027e+06,1.15773e-06,0.0271401,0.0271401,5.05918,0.0123997,6.64851e+25,5.91997e+17,0,0,0,0,596,0,1,759071,1.29953e-05,0,0,0,0,-3.48023e-07,-4.16301e-05,4.16315e-05,1.72606e-09,0,0,-0.00449136,0.0106895,0.000279299,-1.6985e+07,7.52424e+07,9.00573e+07,608.424,1.0046e+08,1
683,0.00475,2.72486,0,2.72486,2.72486,0,0,16,0,31505.8,587.892,-0.00273763,1.17152e-06,0.00273763,0.00256,0.000177632,3.84027e+06,1.22202e-06,0.0271825,0.0271825,5.05918,0.0123997,6.64764e+25,5.92144e+17,0,0,0,0,596,0,1,759071,1.29953e-05,0,0,0,0,-3.19276e-06,-4.03998e-05,4.05258e-05,1.34365e-09,0,0,-0.00449136,0.0106895,0.000279299,-1.6985e+07,7.52424e+07,9.00573e+07,608.475,1.0046e+08,1
684,0.00475,2.72885,0,2.72885,2.72885,0,0,16,0,31505.8,587.892,-0.00273763,1.17152e-06,0.00273763,0.00256,0.000177632,3.84027e+06,1.09523e-06,0.027225,0.027225,5.05918,0.0123997,6.64677e+25,5.9229e+17,0,0,0,0,596,0,1,759071,1.29953e-05,0,0,0,0,-6.5459e-06,-1.50729e-05,1.6433e-05,1.01543e-09,0,0,-0.00449136,0.0106895,0.000279299,-1.6985e+07,7.52424e+07,9.00573e+07,608.516,1.0046e+08,1
685,0.00475,2.73283,0,2.73284,2.73283,0,0,16,0,31505.8,587.892,-0.00273763,1.17152e-06,0.00273763,0.00256,0.000177632,3.84027e+06,7.7916e-07,0.0272674,0.0272674,5.05918,0.0123997,6.6459e+25,5.92437e+17,0,0,0,0,596,0,1,759071,1.29953e-05,0,0,0,0,-1.03824e-05,3.4823e-05,3.63378e-05,7.02862e-10,0,0,-0.00449136,0.0106895,0.000279299,-1.6985e+07,7.52424e+07,9.00573e+07,608.562,1.0046e+08,1
686,0.00475,2.73682,0,2.73683,2.73682,0,0,16,0,31503.2,588.101,-0.00267647,2.96064e-06,0.00267647,0.00251379,0.000162686,3.83094e+06,8.32795e-07,0.0273098,0.0273098,5.0388,0.01239,6.64503e+25,5.92584e+17,0,0,0,0,600,0,1,760290,1.30395e-05,0,0,0,0,-4.55549e-06,6.24411e-05,6.2607e-05,-8.86389e-10,0,0,-0.00443003,0.0106411,0.000266612,-1.73305e+07,7.50806e+07,8.9832e+07,608.607,1.00603e+08,1
687,0.00475,2.74081,0,2.74082,2.74081,0,0,16,0,31503.2,588.101,-0.00267647,2.96064e-06,0.00267647,0.00251379,0.000162686,3.83094e+06,1.02699e-06,0.027352,0.027352,5.0388,0.01239,6.64416e+25,5.92731e+17,0,0,0,0,600,0,1,760290,1.30395e-05,0,0,0,0,4.14644e-06,6.27639e-05,6.29007e-05,-2.36614e-09,0,0,-0.00443003,0.0106411,0.000266612,-1.73305e+07,7.50806e+07,8.9832e+07,608.654,1.00603e+08,1
688,0.00475,2.7448,0,2.74481,2.7448,0,0,16,0,31503.2,588.101,-0.00267647,2.96064e-06,0.00267647,0.00251379,0.000162686,3.83094e+06,1.10057e-06,0.0273943,0.0273943,5.0388,0.01239,6.64329e+25,5.92878e+17,0,0,0,0,600,0,1,760290,1.30395e-05,0,0,0,0,1.04803e-05,5.30393e-05,5.40648e-05,-2.96427e-09,0,0,-0.00443003,0.0106411,0.000266612,-1.73305e+07,7.50806e+07,8.9832e+07,608.703,1.00603e+08,1
689,0.00475,2.74879,0,2.7488,2.74879,0,0,16,0,31503.2,588.101,-0.00267647,2.96064e-06,0.00267647,0.00251379,0.000162686,3.83094e+06,1.05268e-06,0.0274365,0.0274365,5.0388,0.01239,6.64242e+25,5.93025e+17,0,0,0,0,600,0,1,760290,1.30395e-05,0,0,0,0,1.4508e-05,3.28696e-05,3.5929e-05,-2.68165e-09,0,0,-0.00443003,0.0106411,0.000266612,-1.73305e+07,7.50806e+07,8.9832e+07,608.747,1.00603e+08,1
690,0.00475,2.75278,0,2.75279,2.75278,0,0,16,0,31503.2,588.101,-0.00267647,2.96064e-06,0.00267647,0.00251379,0.000162686,3.83094e+06,8.84399e-07,0.0274787,0.0274787,5.0388,0.01239,6.64155e+25,5.93172e+17,0,0,0,0,600,0,1,760290,1.30395e-05,0,0,0,0,1.62331e-05,1.97928e-06,1.63534e-05,-1.52894e-09,0,0,-0.00443003,0.0106411,0.000266612,-1.73305e+07,7.50806e+07,8.9832e+07,608.795,1.00603e+08,1
691,0.00475,2.75677,0,2.75678,2.75677,0,0,16,0,31500.6,588.311,-0.00267195,1.31123e-06,0.00267195,0.00253189,0.000140058,3.82161e+06,8.65451e-07,0.0275209,0.0275209,5.01779,0.0124117,6.64068e+25,5.93319e+17,0,0,0,0,604,0,1,761612,1.30838e-05,0,0,0,0,1.18867e-05,3.26326e-06,1.23265e-05,-9.46757e-10,0,0,-0.00442201,0.0106606,0.000249356,-1.70562e+07,7.55518e+07,9.02147e+07,608.841,1.00745e+08,1
692,0.00475,2.76076,0,2.76077,2.76076,0,0,16,0,31500.6,588.311,-0.00267195,1.31123e-06,0.00267195,0.00253189,0.000140058,3.82161e+06,9.22154e-07,0.0275632,0.0275632,5.01779,0.0124117,6.63981e+25,5.93466e+17,0,0,0,0,604,0,1,761612,1.30838e-05,0,0,0,0,6.14338e-06,1.75824e-05,1.86247e-05,-7.24699e-10,0,0,-0.00442201,0.0106606,0.000249356,-1.70562e+07,7.55518e+07,9.02147e+07,608.886,1.00745e+08,1
693,0.00475,2.76475,0,2.76476,2.76475,0,0,16,0,31500.6,588.311,-0.00267195,1.31123e-06,0.00267195,0.00253189,0.000140058,3.82161e+06,9.34881e-07,0.0276055,0.0276055,5.01779,0.0124117,6.63893e+25,5.93613e+17,0,0,0,0,604,0,1,761612,1.30838e-05,0,0,0,0,1.39085e-06,2.44053e-05,2.44449e-05,-2.57618e-10,0,0,-0.00442201,0.0106606,0.000249356,-1.70562e+07,7.55518e+07,9.02147e+07,608.933,1.00745e+08,1
694,0.00475,2.76874,0,2.76874,2.76874,0,0,16,0,31500.6,588.311,-0.00267195,1.31123e-06,0.00267195,0.00253189,0.000140058,3.82161e+06,9.03318e-07,0.0276478,0.0276478,5.01779,0.0124117,6.63806e+25,5.9376e+17,0,0,0,0,604,0,1,761612,1.30838e-05,0,0,0,0,-2.37743e-06,2.35812e-05,2.37008e-05,4.63437e-10,0,0,-0.00442201,0.0106606,0.000249356,-1.70562e+07,7.55518e+07,9.02147e+07,608.978,1.00745e+08,1
695,0.00475,2.77273,0,2.77273,2.77273,0,0,16,0,31500.6,588.311,-0.00267195,1.31123e-06,0.00267195,0.00253189,0.000140058,3.82161e+06,8.27861e-07,0.0276901,0.0276901,5.01779,0.0124117,6.63719e+25,5.93907e+17,0,0,0,0,604,0,1,761612,1.30838e-05,0,0,0,0,-5.17517e-06,1.53602e-05,1.62086e-05,1.43236e-09,0,0,-0.00442201,0.0106606,0.000249356,-1.70562e+07,7.55518e+07,9.02147e+07,609.026,1.00745e+08,1
696,0.00475,2.77672,0,2.77672,2.77672,0,0,16,0,31498.1,588.52,-0.00267672,-2.20043e-06,0.00267672,0.00256464,0.000112077,3.81228e+06,8.397e-07,0.0277325,0.0277325,4.99692,0.0124346,6.63632e+25,5.94054e+17,0,0,0,0,608,0,1,762925,1.31279e-05,0,0,0,0,-1.55068e-06,1.75957e-05,1.76639e-05,1.37871e-09,0,0,-0.00442547,0.0106927,0.000224896,-1.71672e+07,7.56488e+07,9.0231e+07,609.071,1.00902e+08,1
697,0.00475,2.78071,0,2.78071,2.78071,0,0,16,0,31498.1,588.52,-0.00267672,-2.20043e-06,0.00267672,0.00256464,0.000112077,3.81228e+06,8.60927e-07,0.0277749,0.0277749,4.99692,0.0124346,6.63545e+25,5.94201e+17,0,0,0,0,608,0,1,762925,1.31279e-05,0,0,0,0,4.0007e-06,2.79962e-05,2.82806e-05,6.18598e-10,0,0,-0.00442547,0.0106927,0.000224896,-1.71672e+07,7.56488e+07,9.0231e+07,609.115,1.00902e+08,1
698,0.00475,2.7847,0,2.7847,2.7847,0,0,16,0,31498.1,588.52,-0.00267672,-2.20043e-06,0.00267672,0.00256464,0.000112077,3.81228e+06,8.24517e-07,0.0278173,0.0278173,4.99692,0.0124346,6.63458e+25,5.94348e+17,0,0,0,0,608,0,1,762925,1.31279e-05,0,0,0,0,8.45402e-06,3.91555e-05,4.00578e-05,-2.83893e-10,0,0,-0.00442547,0.0106927,0.000224896,-1.71672e+07,7.56488e+07,9.0231e+07,609.162,1.00902e+08,1
699,0.00475,2.78869,0,2.78869,2.78869,0,0,16,0,31498.1,588.52,-0.00267672,-2.20043e-06,0.00267672,0.00256464,0.000112077,3.81228e+06,7.30058e-07,0.0278597,0.0278597,4.99692,0.0124346,6.63371e+25,5.94495e+17,0,0,0,0,608,0,1,762925,1.31279e-05,0,0,0,0,1.18374e-05,5.14776e-05,5.2821e-05,-1.31883e-09,0,0,-0.00442547,0.0106927,0.000224896,-1.71672e+07,7.56488e+07,9.0231e+07,609.206,1.00902e+08,1
700,0.00475,2.79268,0,2.79268,2.79268,0,0,16,0,31498.1,588.52,-0.00267672,-2.20043e-06,0.00267672,0.00256464,0.000112077,3.81228e+06,5.78079e-07,0.0279022,0.0279022,4.99692,0.0124346,6.63284e+25,5.94642e+17,0,0,0,0,608,0,1,762925,1.31279e-05,0,0,0,0,1.41406e-05,6.48349e-05,6.63591e-05,-2.5047e-09,0,0,-0.00442547,0.0106927,0.000224896,-1.71672e+07,7.56488e+07,9.0231e+07,609.253,1.00902e+08,1
701,0.00475,2.79667,0,2.79667,2.79667,0,0,16,0,31495.9,588.729,-0.00268709,-3.46904e-06,0.00268709,0.00260947,7.76218e-05,3.80292e+06,6.71867e-07,0.0279448,0.0279448,4.97627,0.012459,6.63197e+25,5.94789e+17,0,0,0,0,612,0,1,764212,1.31715e-05,0,0,0,0,4.03993e-06,2.49416e-05,2.52667e-05,-1.69241e-09,0,0,-0.00443369,0.0107379,0.000194885,-1.71131e+07,7.59166e+07,9.04177e+07,609.296,1.01065e+08,1
702,0.00475,2.80066,0,2.80066,2.80066,0,0,16,0,31495.9,588.729,-0.00268709,-3.46904e-06,0.00268709,0.00260947,7.76218e-05,3.80292e+06,7.89412e-07,0.0279874,0.0279874,4.97627,0.012459,6.6311e+25,5.94936e+17,0,0,0,0,612,0,1,764212,1.31715e-05,0,0,0,0,-6.85259e-06,-2.19714e-05,2.30152e-05,-5.54773e-11,0,0,-0.00443369,0.0107379,0.000194885,-1.71131e+07,7.59166e+07,9.04177e+07,609.341,1.01065e+08,1
703,0.00475,2.80465,0,2.80465,2.80465,0,0,16,0,31495.9,588.729,-0.00268709,-3.46904e-06,0.00268709,0.00260947,7.76218e-05,3.80292e+06,7.6609e-07,0.02803,0.02803,4.97627,0.012459,6.63023e+25,5.95082e+17,0,0,0,0,612,0,1,764212,1.31715e-05,0,0,0,0,-1.17517e-05,-4.5144e-05,4.66485e-05,1.33238e-09,0,0,-0.00443369,0.0107379,0.000194885,-1.71131e+07,7.59166e+07,9.04177e+07,609.388,1.01065e+08,1
704,0.00475,2.80864,0,2.80864,2.80864,0,0,16,0,31495.9,588.729,-0.00268709,-3.46904e-06,0.00268709,0.00260947,7.76218e-05,3.80292e+06,6.00859e-07,0.0280726,0.0280726,4.97627,0.012459,6.62936e+25,5.95229e+17,0,0,0,0,612,0,1,764212,1.31715e-05,0,0,0,0,-1.06837e-05,-4.42345e-05,4.55064e-05,2.5236e-09,0,0,-0.00443369,0.0107379,0.000194885,-1.71131e+07,7.59166e+07,9.04177e+07,609.43,1.01065e+08,1
705,0.00475,2.81263,0,2.81263,2.81263,0,0,16,0,31495.9,588.729,-0.00268709,-3.46904e-06,0.00268709,0.00260947,7.76218e-05,3.80292e+06,2.95056e-07,0.0281152,0.0281152,4.97627,0.012459,6.62849e+25,5.95376e+17,0,0,0,0,612,0,1,764212,1.31715e-05,0,0,0,0,-3.64742e-06,-1.99389e-05,2.02698e-05,3.46937e-09,0,0,-0.00443369,0.0107379,0.000194885,-1.71131e+07,7.59166e+07,9.04177e+07,609.476,1.01065e+08,1
706,0.00475,2.81661,0,2.81662,2.81661,0,0,16,0,31493.8,588.938,-0.00265774,-5.5041e-07,0.00265774,0.00260452,5.32216e-05,3.79357e+06,4.43779e-07,0.0281579,0.0281579,4.95508,0.0124585,6.62762e+25,5.95523e+17,0,0,0,0,616,0,1,765592,1.32146e-05,0,0,0,0,5.30485e-06,-1.38275e-05,1.48102e-05,1.29316e-09,0,0,-0.00440247,0.0107326,0.000174053,-1.71542e+07,7.60695e+07,9.04742e+07,609.523,1.012e+08,1
707,0.00475,2.8206,0,2.82061,2.8206,0,0,16,0,31493.8,588.938,-0.00265774,-5.5041e-07,0.00265774,0.00260452,5.32216e-05,3.79357e+06,6.96537e-07,0.0282005,0.0282005,4.95508,0.0124585,6.62675e+25,5.9567e+17,0,0,0,0,616,0,1,765592,1.32146e-05,0,0,0,0,1.02002e-05,-2.04036e-05,2.28112e-05,-1.53719e-09,0,0,-0.00440247,0.0107326,0.000174053,-1.71542e+07,7.60695e+07,9.04742e+07,609.571,1.012e+08,1
708,0.00475,2.82459,0,2.8246,2.82459,0,0,16,0,31493.8,588.938,-0.00265774,-5.5041e-07,0.00265774,0.00260452,5.32216e-05,3.79357e+06,7.44359e-07,0.0282431,0.0282431,4.95508,0.0124585,6.62588e+25,5.95817e+17,0,0,0,0,616,0,1,765592,1.32146e-05,0,0,0,0,1.15143e-05,-2.18176e-05,2.46695e-05,-3.38395e-09,0,0,-0.00440247,0.0107326,0.000174053,-1.71542e+07,7.60695e+07,9.04742e+07,609.622,1.012e+08,1
709,0.00475,2.82858,0,2.82859,2.82858,0,0,16,0,31493.8,588.938,-0.00265774,-5.5041e-07,0.00265774,0.00260452,5.32216e-05,3.79357e+06,5.85748e-07,0.0282857,0.0282857,4.95508,0.0124585,6.62501e+25,5.95964e+17,0,0,0,0,616,0,1,765592,1.32146e-05,0,0,0,0,9.35232e-06,-1.77124e-05,2.00298e-05,-4.28921e-09,0,0,-0.00440247,0.0107326,0.000174053,-1.71542e+07,7.60695e+07,9.04742e+07,609.66,1.012e+08,1
710,0.00475,2.83257,0,2.83258,2.83257,0,0,16,0,31493.8,588.938,-0.00265774,-5.5041e-07,0.00265774,0.00260452,5.32216e-05,3.79357e+06,2.22588e-07,0.0283282,0.0283282,4.95508,0.0124585,6.62414e+25,5.96111e+17,0,0,0,0,616,0,1,765592,1.32146e-05,0,0,0,0,3.62074e-06,-8.62227e-06,9.35165e-06,-4.2739e-09,0,0,-0.00440247,0.0107326,0.000174053,-1.71542e+07,7.60695e+07,9.04742e+07,609.703,1.012e+08,1
711,0.00475,2.83656,0,2.83657,2.83656,0,0,16,0,31491.3,589.147,-0.00265746,4.66202e-06,0.00265746,0.00261919,3.82654e-05,3.78421e+06,3.1191e-07,0.0283708,0.0283708,4.93409,0.012479,6.62341e+25,5.96261e+17,0,0,0,0,620,0,1,766952,1.32581e-05,0,0,0,0,-1.07639e-05,-2.08935e-05,2.35032e-05,-2.74129e-10,0,0,-0.00439925,0.0107479,0.000164069,-1.6993e+07,7.64323e+07,9.07532e+07,609.751,1.01349e+08,1
712,0.00475,2.84055,0,2.84056,2.84055,0,0,16,0,31491.3,589.147,-0.00265746,4.66202e-06,0.00265746,0.00261919,3.82654e-05,3.78421e+06,5.66044e-07,0.0284134,0.0284134,4.93409,0.012479,6.62256e+25,5.96409e+17,0,0,0,0,620,0,1,766952,1.32581e-05,0,0,0,0,-2.28194e-05,-3.54607e-05,4.21685e-05,3.64536e-09,0,0,-0.00439925,0.0107479,0.000164069,-1.6993e+07,7.64323e+07,9.07532e+07,609.803,1.01349e+08,1
713,0.00475,2.84454,0,2.84455,2.84454,0,0,16,0,31491.3,589.147,-0.00265746,4.66202e-06,0.00265746,0.00261919,3.82654e-05,3.78421e+06,6.60853e-07,0.0284561,0.0284561,4.93409,0.012479,6.62147e+25,5.96551e+17,0,0,0,0,620,0,1,766952,1.32581e-05,0,0,0,0,-2.83267e-05,-3.74357e-05,4.6945e-05,5.4275e-09,0,0,-0.00439925,0.0107479,0.000164069,-1.6993e+07,7.64323e+07,9.07532e+07,609.855,1.01349e+08,1
714,0.00475,2.84853,0,2.84854,2.84853,0,0,16,0,31491.3,589.147,-0.00265746,4.66202e-06,0.00265746,0.00261919,3.82654e-05,3.78421e+06,5.95129e-07,0.0284987,0.0284987,4.93409,0.012479,6.62015e+25,5.96686e+17,0,0,0,0,620,0,1,766952,1.32581e-05,0,0,0,0,-2.74155e-05,-2.49809e-05,3.70899e-05,5.04987e-09,0,0,-0.00439925,0.0107479,0.000164069,-1.6993e+07,7.64323e+07,9.07532e+07,609.897,1.01349e+08,1
715,0.00475,2.85252,0,2.85252,2.85252,0,0,16,0,31491.3,589.147,-0.00265746,4.66202e-06,0.00265746,0.00261919,3.82654e-05,3.78421e+06,3.7036e-07,0.0285414,0.0285414,4.93409,0.012479,6.6186e+25,5.96817e+17,0,0,0,0,620,0,1,766952,1.32581e-05,0,0,0,0,-2.0031e-05,6.81574e-07,2.00426e-05,2.54085e-09,0,0,-0.00439925,0.0107479,0.000164069,-1.6993e+07,7.64323e+07,9.07532e+07,609.942,1.01349e+08,1
716,0.00475,2.85651,0,2.85651,2.85651,0,0,16,0,31490.1,589.355,-0.00260192,6.1775e-06,0.00260192,0.00257984,2.20804e-05,3.77483e+06,3.30803e-07,0.028584,0.028584,4.91359,0.0124584,6.61602e+25,5.96922e+17,0,0,0,0,624,0,1,768243,1.32993e-05,0,0,0,0,4.05105e-07,-5.67841e-05,5.67855e-05,4.3742e-10,0,0,-0.00434102,0.0107018,0.000152979,-1.73078e+07,7.6326e+07,9.05768e+07,609.987,1.01514e+08,1
717,0.00475,2.8605,0,2.8605,2.8605,0,0,16,0,31490.1,589.355,-0.00260192,6.1775e-06,0.00260192,0.00257984,2.20804e-05,3.77483e+06,4.1738e-07,0.0286266,0.0286266,4.91359,0.0124584,6.613e+25,5.97017e+17,0,0,0,0,624,0,1,768243,1.32993e-05,0,0,0,0,1.84187e-05,-0.000118909,0.000120327,-5.70865e-10,0,0,-0.00434102,0.0107018,0.000152979,-1.73078e+07,7.6326e+07,9.05768e+07,610.034,1.01514e+08,1
718,0.00475,2.86449,0,2.86449,2.86449,0,0,16,0,31490.1,589.355,-0.00260192,6.1775e-06,0.00260192,0.00257984,2.20804e-05,3.77483e+06,4.77207e-07,0.028669,0.028669,4.91359,0.0124584,6.60999e+25,5.97111e+17,0,0,0,0,624,0,1,768243,1.32993e-05,0,0,0,0,2.82016e-05,-0.00013037,0.000133385,-1.38474e-09,0,0,-0.00434102,0.0107018,0.000152979,-1.73078e+07,7.6326e+07,9.05768e+07,610.082,1.01514e+08,1
